,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,gdp, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,log_rate
2449,2007,1,73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644,15.4,15.5,0.725,13.2,4.3134800921387715
2450,2006,1,73.8,145,4,1.96,120.2471713,98,0,17.2,5,98,4.6,98,0.1,1448,15.4,15.5,0.718,13.1,4.314817884980432
2451,2005,1,74.2,138,4,1.97,97.76637062,99,3,16.6,5,99,4.6,99,0.1,1259,15.4,15.5,0.712,12.9,4.320151230955794
2452,2004,1,69.1,197,6,1.56,15.35342268,62,35,16.1,10,97,4.28,97,0.1,174,15.4,15.5,0.705,12.8,4.249922794040544
2453,2003,1,73.9,146,5,1.69,72.4280894,32,65,15.6,5,98,3.95,99,0.1,989,15.4,15.5,0.697,12.7,4.316153890523174
2454,2002,1,73.7,149,5,1.62,59.63595674,0,139,15.1,5,98,3.89,98,0.1,873,15.4,15.6,0.699,12.6,4.3134800921387715
2455,2001,1,72.7,16,5,1.68,53.61278637,0,309,14.6,6,98,3.81,98,0.1,837,15.4,15.6,0.686,12.5,4.300002799195291
2456,2000,1,71.5,175,5,1.45,60.4909815,0,16527,14.1,6,99,3.77,99,0.1,875,15.3,15.5,0.677,12.4,4.283586561860629
2457,2015,1,64.1,225,58,0.0,0.0,93,3585,0.0,85,93,0.0,93,0.3,2513,0.0,0.0,0.488,7.2,4.175924549214524
2458,2014,1,63.8,229,59,0.01,253.6086508,94,676,0.0,86,94,8.43,94,0.3,2176,0.0,0.0,0.485,7.2,4.1713056033582285
2459,2013,1,63.5,232,60,0.01,227.8353208,93,2813,0.0,88,93,8.42,93,0.3,1955,0.0,0.0,0.478,7.0,4.1666652238017265
2460,2012,1,63.2,235,61,0.01,220.522192,92,8523,0.0,89,92,8.2,92,0.3,1892,0.0,0.0,0.468,6.8,4.162003210695915
2461,2011,1,62.7,241,61,2.12,196.6892153,93,5616,0.0,91,93,8.3,93,0.3,1666,0.0,0.0,0.463,7.0,4.154184562578117
2462,2010,1,62.5,243,62,1.77,172.0097884,75,680,0.0,92,9,7.97,9,0.3,1476,0.0,0.0,0.461,7.0,4.151039905898646
2463,2009,1,62.0,248,63,1.99,17.0536929,72,68,0.0,94,81,8.4,81,0.3,1226,0.0,0.0,0.456,6.8,4.143134726391533
2464,2008,1,61.8,251,64,2.01,128.6362711,78,129,0.0,95,85,8.17,86,0.3,1291,0.0,0.0,0.444,6.3,4.139955073474153
2465,2007,1,61.4,254,65,2.01,86.13166944,78,327,0.0,97,84,4.72,84,0.3,1115,0.0,0.0,0.44,6.4,4.133565275375382
2466,2006,1,61.0,26,66,1.9,60.3368571,6,228,0.0,99,77,3.93,78,0.2,893,0.0,0.0,0.43,6.2,4.127134385045092
2467,2005,1,67.0,261,66,1.55,37.59039592,22,1374,0.0,101,78,3.18,78,0.2,679,0.0,0.0,0.423,6.1,4.219507705176107
2468,2004,1,59.7,278,68,1.59,37.04479956,0,9562,0.0,102,74,3.39,74,0.2,565,0.0,0.0,0.415,5.7,4.1059436980654525
2469,2003,1,59.6,278,69,1.74,35.35264737,0,4381,0.0,104,69,3.18,69,0.2,477,0.0,0.0,0.409,5.6,4.104294893075269
2470,2002,1,59.4,277,70,1.59,30.62287548,0,4529,0.0,106,6,2.95,6,0.2,412,0.0,0.0,0.403,5.6,4.100989104940769
2471,2001,1,58.9,283,71,1.81,28.88069657,0,4362,0.0,108,66,2.96,66,0.2,377,0.0,0.0,0.399,5.6,4.092676505121403
2472,2000,1,58.6,284,71,1.76,30.86000992,0,2875,0.0,109,62,3.23,62,0.1,361,0.0,0.0,0.394,5.5,4.087655574071304
2473,2015,1,71.6,176,0,0.0,0.0,89,0,58.3,0,89,0.0,89,0.4,8818,3.5,3.5,0.723,12.7,4.28496492183075
2474,2014,1,71.4,178,0,6.32,1132.432517,85,0,57.7,0,85,5.69,85,0.4,9564,3.5,3.5,0.722,12.7,4.282206299391671
2475,2013,1,71.2,179,0,6.02,1122.972967,86,0,57.0,0,86,5.96,86,0.4,9484,3.5,3.5,0.719,12.7,4.279440045898781
2476,2012,1,71.3,178,0,5.73,1168.324095,84,0,56.3,0,84,6.9,84,0.9,9272,3.5,3.4,0.708,12.7,4.280824129164719
2477,2011,1,76.0,187,0,5.64,989.1263558,86,0,55.5,0,86,5.93,86,0.1,8318,3.5,3.4,0.704,12.5,4.343805421853684
2478,2010,1,73.0,19,0,5.26,99.08095375,86,0,54.8,0,96,5.81,96,0.5,833,3.5,3.4,0.7,12.3,4.30406509320417
2479,2009,1,70.0,196,0,5.13,885.0739766,87,0,54.1,0,85,6.14,87,0.6,7443,3.5,3.4,0.696,12.1,4.2626798770413155
2480,2008,1,69.8,196,0,4.94,815.4355995,84,0,53.3,0,85,5.92,85,1.2,6858,3.5,3.4,0.691,11.9,4.259859000699674
2481,2007,1,69.5,22,0,4.72,685.0299083,84,0,52.6,0,84,5.92,84,0.8,5761,3.5,3.4,0.684,11.7,4.255612709818223
2482,2006,1,69.3,199,0,4.52,72.800168,84,0,51.8,0,84,6.22,84,0.6,527,3.5,3.4,0.678,11.5,4.252771798816619
2483,2005,1,68.9,25,0,4.47,418.9206608,83,0,51.1,0,84,6.78,83,0.6,3595,3.5,3.4,0.672,11.3,4.247065649239764
2484,2004,1,68.3,214,0,4.55,4.23257668,0,0,5.4,0,84,6.88,85,0.9,36,3.5,3.5,0.0,11.1,4.238444906195857
2485,2003,1,68.0,223,0,4.53,32.3662077,0,0,49.7,0,74,6.62,75,1.0,263,3.5,3.5,0.0,10.9,4.23410650459726
2486,2002,1,67.9,221,0,4.41,250.7112373,0,0,49.0,0,74,7.14,73,1.6,2232,3.5,3.5,0.0,11.0,4.232656178019613
2487,2001,1,67.7,219,0,4.23,191.2135044,0,0,48.3,0,65,8.38,68,1.8,1598,3.6,3.5,0.0,11.0,4.229749199228304
2488,2000,1,67.4,224,0,4.29,268.1837972,0,0,47.6,0,7,9.65,71,0.4,1888,3.6,3.6,0.0,11.1,4.225372824628505
2489,2015,1,58.9,373,2,0.0,0.0,9,0,32.3,3,84,0.0,9,7.1,3136,4.0,4.1,0.541,11.4,4.092676505121403
2490,2014,1,58.4,382,2,0.01,574.3895102,98,0,31.8,3,98,9.25,98,7.3,3464,4.3,4.3,0.541,11.4,4.084294226368599
2491,2013,1,57.6,393,2,0.01,708.9556648,98,0,31.2,3,98,9.66,98,9.8,3598,4.5,4.6,0.539,11.4,4.070734696582967
2492,2012,1,56.5,412,2,0.01,720.2333929,95,0,3.7,3,92,8.76,95,12.2,3851,4.8,4.9,0.534,11.3,4.051784947803305
2493,2011,1,55.0,438,2,5.2,735.7090978,91,0,3.2,3,85,8.61,91,15.7,3934,5.1,5.2,0.526,11.2,4.02535169073515
2494,2010,1,53.6,459,2,4.93,56.93670561,89,313,29.7,4,89,8.47,89,21.6,369,5.4,5.6,0.523,11.0,4.000033882750859
2495,2009,1,52.6,46,3,4.9,47.6164523,88,26,29.3,4,89,8.46,88,33.7,332,5.8,5.9,0.519,10.8,3.9815490680767565
2496,2008,1,51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,2842,6.1,6.3,0.514,10.6,3.9589065913269965
2497,2007,1,50.0,51,3,5.55,43.3664999,92,0,28.5,4,88,7.5,87,40.7,347,6.5,6.7,0.508,10.5,3.9318256327243257
2498,2006,1,47.8,564,3,5.53,437.0802438,93,0,28.2,4,88,6.81,87,43.7,2937,6.9,7.1,0.502,9.9,3.8877303128591016
2499,2005,1,46.0,63,3,5.08,372.1651473,95,0,27.8,4,88,6.8,86,49.1,2873,7.3,7.5,0.495,9.7,3.8501476017100584
2500,2004,1,45.6,69,3,5.78,37.43857664,93,0,27.4,4,88,5.88,86,50.3,2529,7.7,7.9,0.492,9.4,3.8416005411316
2501,2003,1,45.9,6,3,5.65,2.819124474,9,350,27.1,4,87,5.71,85,50.6,22,8.2,8.4,0.493,9.1,3.8480176754522337
2502,2002,1,46.4,587,3,5.52,131.0421269,88,37,26.7,4,87,5.16,85,49.9,1324,8.6,8.8,0.502,9.2,3.858622228701031
2503,2001,1,47.1,568,3,6.72,143.6197316,86,49,26.3,4,87,5.11,84,48.8,1437,9.0,9.2,0.506,9.3,3.8732821771117156
2504,2000,1,48.4,536,3,7.19,25.21683318,83,10,25.9,4,87,5.26,84,46.4,1637,9.4,9.6,0.516,9.4,3.899950424193877
2505,2015,0,82.4,53,0,0.0,0.0,67,22,59.5,0,98,0.0,98,0.1,5585,1.5,1.4,0.909,15.9,4.423648309364701
2506,2014,0,82.3,54,0,7.3,1142.212403,67,26,59.0,0,98,11.93,98,0.1,5918,1.5,1.3,0.906,15.8,4.422448549172797
2507,2013,0,81.9,57,0,7.3,1212.666327,67,51,58.5,0,98,11.97,98,0.1,6283,1.4,1.3,0.904,15.8,4.417635062141249
2508,2012,0,81.7,57,0,7.4,10947.02327,53,30,58.1,0,98,11.8,98,0.1,57134,1.4,1.3,0.903,15.8,4.415219602029645
2509,2011,0,81.7,58,0,7.4,11477.6671,42,26,57.7,0,98,11.7,98,0.1,59593,1.4,1.3,0.901,16.0,4.415219602029645
2510,2010,0,81.5,58,0,7.2,778.2477467,0,6,57.3,0,98,9.47,98,0.1,5276,1.3,1.3,0.895,15.8,4.412798293340635
2511,2009,0,81.4,62,0,7.3,682.1070608,0,3,56.9,0,98,9.94,98,0.1,4627,1.3,1.3,0.898,15.8,4.411585436915426
2512,2008,0,81.1,62,0,6.9,8105.590882,0,25,56.5,0,98,9.23,98,0.1,55746,1.3,1.3,0.897,15.7,4.407938016458383
2513,2007,0,89.0,63,0,6.9,7593.391622,0,1,56.1,0,98,8.92,98,0.1,53324,1.3,1.3,0.895,15.8,4.499809670330265
2514,2006,0,88.0,64,0,6.5,6369.516139,0,19,55.7,0,98,8.95,98,0.1,46256,1.3,1.3,0.892,15.9,4.48863636973214
2515,2005,0,85.0,66,0,6.5,599.0392403,0,13,55.3,0,98,9.6,98,0.1,4385,1.3,1.3,0.89,16.0,4.454347296253507
2516,2004,0,83.0,7,0,6.6,5793.363644,0,5,54.9,0,99,9.9,99,0.1,42442,1.3,1.3,0.888,16.0,4.430816798843313
2517,2003,0,82.0,69,0,6.9,5067.411418,0,3,54.4,0,99,9.31,99,0.1,36961,1.3,1.3,0.882,15.9,4.418840607796598
2518,2002,0,79.9,71,0,6.9,3998.09987,0,9,53.9,0,99,9.23,99,0.1,29571,1.3,1.3,0.88,15.9,4.393213824064446
2519,2001,0,79.8,73,0,6.6,3554.546434,0,5,53.4,0,99,8.86,99,0.1,26969,1.3,1.3,0.877,15.9,4.39197696552705
2520,2000,0,79.6,73,0,6.2,3689.7273,0,59,52.8,0,99,8.18,99,0.1,29283,1.4,1.3,0.873,15.9,4.389498649512583
2521,2015,0,83.4,49,0,0.0,0.0,0,35,57.4,0,97,0.0,97,0.1,8989,0.4,0.3,0.938,16.0,4.4355674016019115
2522,2014,0,83.2,51,0,9.61,19479.91161,0,23,57.0,0,96,11.66,96,0.1,85814,0.4,0.3,0.936,15.9,4.4331949212482815
2523,2013,0,83.0,52,0,9.73,19099.04506,0,175,56.6,0,96,11.71,96,0.1,84658,0.4,0.3,0.934,15.8,4.430816798843313
2524,2012,0,82.7,54,0,9.86,18379.32974,0,61,56.2,0,96,11.59,96,0.1,83164,0.5,0.3,0.932,15.7,4.4272389774954295
2525,2011,0,82.6,55,0,9.99,18822.86732,0,621,55.8,0,96,11.21,96,0.1,87998,0.5,0.3,0.932,15.6,4.426043520090656
2526,2010,0,82.3,57,0,10.01,2198.590865,0,77,55.4,0,96,11.7,95,0.1,74276,0.5,0.4,0.92,15.4,4.422448549172797
2527,2009,0,82.1,6,0,10.15,14714.82588,0,958,55.0,0,96,11.0,95,0.1,69672,0.5,0.4,0.916,15.3,4.420044701861403
2528,2008,0,82.0,6,0,10.29,2084.255535,0,2022,54.6,0,96,1.29,95,0.1,72119,0.5,0.4,0.914,15.3,4.418840607796598
2529,2007,0,81.7,63,0,10.44,11892.33429,0,1015,54.1,0,94,1.21,94,0.1,63223,0.5,0.4,0.911,15.3,4.415219602029645
2530,2006,0,81.5,65,0,10.24,10598.08187,0,0,53.7,0,94,1.39,94,0.1,57348,0.6,0.4,0.904,15.2,4.412798293340635
2531,2005,0,81.1,66,0,10.15,10055.34981,0,60,53.2,0,94,1.86,94,0.1,54797,0.6,0.4,0.899,15.2,4.407938016458383
2532,2004,0,81.0,69,0,10.55,9495.540576,0,39,52.8,0,95,1.96,93,0.1,53255,0.6,0.4,0.895,15.1,4.406719247264253
2533,2003,0,85.0,72,0,10.82,842.2768087,0,574,52.3,0,95,1.93,93,0.1,4796,0.6,0.5,0.889,15.0,4.454347296253507
2534,2002,0,84.0,74,0,10.85,6853.628494,0,0,51.8,0,95,1.61,93,0.1,41336,0.6,0.5,0.89,15.2,4.442651256490317
2535,2001,0,82.0,75,0,11.12,6478.346135,0,700,51.3,0,95,1.28,93,0.1,38538,0.7,0.5,0.888,15.2,4.418840607796598
2536,2000,0,79.7,78,0,11.26,5834.582046,0,0,5.8,0,95,9.91,93,0.1,37813,0.7,0.5,0.879,15.1,4.390738575275903
2537,2015,1,64.5,293,6,0.0,0.0,41,45,57.1,8,5,0.0,41,0.1,0,6.3,6.1,0.553,9.0,4.182050142641207
2538,2014,1,64.4,294,7,0.01,0.0,47,594,56.2,8,52,3.25,43,0.1,0,6.3,6.1,0.575,9.0,4.180522258463153
2539,2013,1,63.6,37,7,0.01,0.0,71,740,55.2,9,5,3.25,41,0.1,0,6.3,6.1,0.635,13.0,4.168214410788556
2540,2012,1,62.8,32,7,0.01,0.0,43,13,54.2,9,47,3.25,45,0.1,0,6.3,6.1,0.645,12.5,4.155753190350744
2541,2011,1,71.7,163,7,0.76,0.0,66,13,53.2,8,6,3.23,72,0.1,0,6.3,6.1,0.646,12.0,4.286341384539473
2542,2010,1,73.7,127,7,0.78,0.0,84,26,52.3,9,83,3.28,8,0.1,0,6.4,6.1,0.65,11.7,4.3134800921387715
2543,2009,1,73.8,124,7,0.81,0.0,84,22,51.3,9,83,3.55,8,0.1,0,6.4,6.2,0.648,11.8,4.314817884980432
2544,2008,1,73.8,122,8,0.8,0.0,83,19,5.4,9,83,3.4,79,0.1,0,6.4,6.2,0.651,11.6,4.314817884980432
2545,2007,1,73.8,121,8,0.83,17.98136184,83,403,49.4,9,83,3.72,8,0.1,258,6.4,6.2,0.644,11.5,4.314817884980432
2546,2006,1,73.7,123,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,1762,6.4,6.3,0.636,11.4,4.3134800921387715
2547,2005,1,73.5,127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,1577,6.5,6.3,0.624,11.0,4.310799125385514
2548,2004,1,73.2,131,9,0.93,10.21129783,82,189,46.8,10,84,4.48,81,0.1,148,6.5,6.3,0.61,10.6,4.3067641501733345
2549,2003,1,73.0,134,9,1.29,94.75639211,81,801,46.0,11,85,5.12,83,0.1,1253,6.6,6.4,0.599,10.3,4.30406509320417
2550,2002,1,72.8,135,9,1.25,91.70356833,8,538,45.3,11,86,4.94,84,0.1,1263,6.6,6.5,0.596,10.2,4.301358731606427
2551,2001,1,72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,1258,6.7,6.5,0.589,10.1,4.300002799195291
2552,2000,1,72.6,136,10,1.41,81.7274712,79,146,43.9,12,86,4.92,84,0.1,1177,6.8,6.6,0.588,10.0,4.298645025734831
2553,2015,1,69.7,161,10,0.0,0.0,96,3,4.7,11,96,0.0,96,0.2,918,3.6,3.7,0.625,11.3,4.258445572902527
2554,2014,1,69.6,162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,114,3.6,3.7,0.622,11.3,4.257030144499196
2555,2013,1,69.3,163,10,0.01,1.0419164,96,1,39.0,11,97,6.75,96,0.2,14,3.6,3.7,0.617,11.2,4.252771798816619
2556,2012,1,68.8,164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,954,3.6,3.7,0.613,11.1,4.2456340097683265
2557,2011,1,68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834,3.7,3.7,0.608,11.1,4.235554730773624
2558,2010,1,67.3,171,10,0.32,43.34099958,93,0,36.6,12,95,6.4,93,0.2,738,3.7,3.8,0.603,11.1,4.223909766576744
2559,2009,1,66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666,3.7,3.8,0.601,11.1,4.215086179918229
2560,2008,1,66.4,178,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,76,3.8,3.8,0.592,10.8,4.210645017918261
2561,2007,1,66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52,3.8,3.8,0.586,10.9,4.206184043977636
2562,2006,1,65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44,3.8,3.9,0.579,10.7,4.203198967134183
2563,2005,1,65.5,194,10,0.37,19.83672308,81,0,33.5,12,79,5.89,84,0.3,337,3.8,3.9,0.572,10.6,4.197201947661808
2564,2004,1,65.9,177,11,0.38,2.093721752,81,4,33.0,13,82,5.7,86,0.3,39,3.9,3.9,0.563,10.5,4.203198967134183
2565,2003,1,65.2,182,11,0.36,13.25723997,58,2144,32.5,14,82,4.46,85,0.3,236,4.0,4.0,0.553,10.1,4.192680462942962
2566,2002,1,64.3,193,12,0.6,10.68147485,39,927,32.1,15,84,4.48,85,0.3,189,4.0,4.0,0.543,9.8,4.178992036282385
2567,2001,1,64.0,194,13,0.86,1.142003812,0,38,31.6,16,84,4.59,85,0.3,17,4.1,4.1,0.535,9.7,4.174387269895637
2568,2000,1,63.7,198,14,0.37,8.943006492,0,192,31.3,17,86,4.64,83,0.3,138,4.2,4.1,0.529,9.6,4.169761201506855
2569,2015,1,74.9,148,8,0.0,0.0,99,154,33.6,9,99,0.0,99,0.1,5814,7.7,7.7,0.738,13.6,4.3294166844015844
2570,2014,1,74.6,152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,5941,7.8,7.8,0.737,13.6,4.3254562831854875
2571,2013,1,74.5,153,9,6.5,788.6873403,99,2641,31.3,10,99,4.0,99,0.1,6171,7.9,7.9,0.733,13.6,4.324132656254979
2572,2012,1,74.3,154,9,6.56,801.0504655,98,5197,3.1,11,99,4.17,99,0.1,5859,8.0,8.1,0.729,13.7,4.321480134805848
2573,2011,1,74.1,155,10,6.07,748.4451054,98,3156,29.0,11,99,4.12,99,0.2,5491,8.1,8.2,0.72,13.3,4.318820558770089
2574,2010,1,73.9,158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,575,8.2,8.3,0.711,13.1,4.316153890523174
2575,2009,1,73.7,16,11,5.88,547.2101411,98,6071,26.8,12,99,4.11,99,0.3,4212,8.3,8.5,0.706,13.0,4.3134800921387715
2576,2008,1,73.5,162,11,5.92,609.9511632,98,7790,25.7,13,99,3.92,99,0.3,4378,8.5,8.6,0.7,12.9,4.310799125385514
2577,2007,1,73.3,165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,3972,8.6,8.8,0.687,12.3,4.308110951723713
2578,2006,1,73.0,168,13,6.18,433.9210918,96,3588,23.6,15,98,3.49,98,0.5,3368,8.7,8.9,0.686,12.4,4.30406509320417
2579,2005,1,72.5,177,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,2893,8.9,9.1,0.682,12.0,4.297285406218791
2580,2004,1,71.6,189,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,2659,9.0,9.2,0.674,11.9,4.28496492183075
2581,2003,1,71.7,189,15,6.14,282.8364612,96,4519,2.9,18,98,3.58,98,0.6,2358,9.1,9.3,0.666,11.8,4.286341384539473
2582,2002,1,71.4,192,16,5.93,27.63810304,95,10315,2.2,19,97,3.7,96,0.7,296,9.2,9.5,0.657,11.5,4.282206299391671
2583,2001,1,71.2,194,17,5.92,176.0625201,95,7319,19.4,20,97,3.32,96,0.8,1893,9.3,9.6,0.649,11.2,4.279440045898781
2584,2000,1,71.1,194,18,5.88,0.27564826,95,4074,18.7,21,97,3.4,97,0.8,27,9.4,9.7,0.64,10.9,4.278054044290903
2585,2015,1,75.7,12,0,0.0,0.0,92,1,6.3,0,92,0.0,91,0.1,0,2.1,2.1,0.746,12.9,4.33990170837321
2586,2014,1,75.5,12,0,1.13,0.0,97,116,59.7,0,96,6.48,95,0.1,0,2.2,2.2,0.743,12.9,4.33729074083249
2587,2013,1,75.3,14,0,1.03,0.0,97,4,59.1,0,98,6.7,98,0.1,0,2.2,2.2,0.741,12.9,4.334672938290411
2588,2012,1,75.1,15,0,1.23,0.0,98,7,58.5,0,97,6.76,95,0.1,0,2.2,2.2,0.739,12.9,4.33204826486764
2589,2011,1,74.9,17,0,1.16,0.0,96,701,57.9,0,97,6.61,96,0.1,0,2.2,2.3,0.735,12.9,4.3294166844015844
2590,2010,1,74.7,18,0,1.47,0.0,9,217,57.4,0,95,6.83,95,0.1,0,2.3,2.3,0.732,13.0,4.3267781604434035
2591,2009,1,74.4,111,0,1.77,0.0,95,5,56.9,0,96,6.74,96,0.1,0,2.3,2.4,0.73,13.0,4.32280727501391
2592,2008,1,74.2,111,0,1.72,0.0,97,27,56.4,0,96,6.85,95,0.1,0,2.4,2.4,0.714,12.2,4.320151230955794
2593,2007,1,73.5,12,0,1.75,0.0,96,1,55.9,0,96,6.9,95,0.1,0,2.4,2.5,0.709,12.2,4.310799125385514
2594,2006,1,73.7,122,0,1.74,0.0,89,3,55.4,0,92,7.61,93,0.1,0,2.5,2.5,0.703,12.1,4.3134800921387715
2595,2005,1,73.6,12,0,1.75,0.0,53,5,54.9,0,98,7.95,97,0.1,0,2.5,2.6,0.0,11.9,4.312140507209715
2596,2004,1,73.5,12,0,2.07,0.0,0,9,54.5,0,95,8.64,94,0.1,0,2.6,2.6,0.0,11.9,4.310799125385514
2597,2003,1,73.2,126,0,2.4,0.0,0,18,54.1,0,96,9.17,96,0.1,0,2.7,2.7,0.0,11.9,4.3067641501733345
2598,2002,1,72.8,128,0,2.53,0.0,0,19,53.6,0,97,9.1,96,0.1,0,2.7,2.7,0.0,11.9,4.301358731606427
2599,2001,1,73.1,126,0,3.27,0.0,0,27,53.2,0,91,8.18,91,0.1,0,2.8,2.8,0.0,11.8,4.3054155323020415
2600,2000,1,72.6,125,0,2.86,0.0,0,36,52.7,0,96,8.52,95,0.1,0,2.8,2.8,0.0,11.7,4.298645025734831
2601,2015,1,68.3,152,2,0.0,0.0,76,43,17.4,2,75,0.0,76,0.1,1161,1.9,11.1,0.603,12.5,4.238444906195857
2602,2014,1,68.0,155,2,0.01,28.14578503,77,47,17.0,2,76,1.48,77,0.1,1153,1.9,11.1,0.612,12.5,4.23410650459726
2603,2013,1,67.7,158,2,0.01,3.379874844,82,4,16.6,2,82,1.29,82,0.1,117,11.1,11.2,0.62,12.5,4.229749199228304
2604,2012,1,67.4,159,2,0.01,30.17998548,83,16,16.2,2,83,1.1,83,0.1,1117,11.2,11.3,0.618,12.5,4.225372824628505
2605,2011,1,67.2,161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,114,11.3,11.4,0.607,12.5,4.222444564849416
2606,2010,1,66.9,163,2,0.1,38.58376645,72,50,15.5,3,72,0.92,72,0.1,849,11.5,11.5,0.599,12.4,4.21803603456465
2607,2009,1,66.6,165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,757,11.6,11.6,0.599,12.1,4.213607983048918
2608,2008,1,66.2,168,2,0.06,36.69198927,79,0,14.7,3,79,0.74,79,0.1,643,11.7,11.7,0.566,11.7,4.207673247529104
2609,2007,1,65.8,173,2,0.05,11.75766897,0,0,14.2,3,7,0.37,7,0.1,524,11.8,11.8,0.541,11.3,4.2017030805426
2610,2006,1,64.9,186,2,0.04,28.12560496,0,90,13.9,3,62,0.65,63,0.1,441,11.9,11.9,0.511,11.0,4.188138441508461
2611,2005,1,63.7,26,3,0.36,7.127144699,0,203,13.5,3,55,1.5,55,0.1,478,12.0,11.9,0.492,10.6,4.169761201506855
2612,2004,1,62.3,229,3,0.38,8.415788935,0,41,13.2,3,57,1.31,57,0.1,467,12.0,12.0,0.484,10.2,4.147885329150131
2613,2003,1,61.0,25,3,0.44,46.3913277,0,94,12.9,4,55,2.48,55,0.1,471,12.1,12.1,0.485,9.8,4.127134385045092
2614,2002,1,62.0,261,3,0.48,5.649123424,0,0,12.6,4,38,3.89,54,0.1,48,12.1,12.1,0.475,9.8,4.143134726391533
2615,2001,1,59.4,269,3,0.5,6.556583478,0,0,12.3,4,0,3.75,0,0.1,56,12.1,12.2,0.47,9.8,4.100989104940769
2616,2000,1,58.7,276,3,0.5,49.06967155,0,0,11.9,4,0,3.26,0,0.1,422,12.2,12.2,0.0,0.0,4.089332020398556
2617,2015,1,59.9,287,13,0.0,0.0,88,20,24.3,20,88,0.0,88,1.0,551,6.5,6.2,0.484,12.0,4.109233174715851
2618,2014,1,59.7,285,13,0.01,4.877350139,87,577,23.7,20,85,5.25,87,1.0,62,6.6,6.4,0.475,12.0,4.1059436980654525
2619,2013,1,59.4,287,14,0.01,48.73047089,84,564,23.1,20,84,5.12,84,1.5,579,6.8,6.6,0.47,12.0,4.100989104940769
2620,2012,1,58.9,294,14,0.01,41.60027954,84,238,22.6,21,84,5.11,84,1.7,563,7.0,6.8,0.464,12.0,4.092676505121403
2621,2011,1,58.3,34,14,1.44,39.08258546,85,187,22.0,21,85,5.21,85,2.6,562,7.1,7.0,0.457,11.5,4.08260930600368
2622,2010,1,57.4,323,14,1.21,41.96145465,83,120,21.4,21,83,5.37,83,3.8,487,7.3,7.2,0.449,11.0,4.067315889834181
2623,2009,1,56.7,336,14,1.24,77.09551224,78,425,2.9,22,78,6.64,78,4.3,499,7.5,7.4,0.442,10.6,4.055257173514054
2624,2008,1,56.2,344,14,1.33,69.35924758,24,187,2.4,22,8,5.73,81,4.8,513,7.7,7.6,0.441,10.1,4.046553898385752
2625,2007,1,55.9,344,14,1.37,0.675682939,0,8,19.8,22,72,5.55,82,5.1,42,7.9,7.8,0.443,10.6,4.041295341132285
2626,2006,1,55.7,345,15,1.37,6.226048785,0,26,19.3,22,85,5.56,84,5.0,377,8.1,8.0,0.436,10.2,4.037774210733707
2627,2005,1,55.0,357,15,1.14,36.62174288,0,38,18.9,22,8,5.17,82,5.0,372,8.4,8.3,0.435,10.1,4.02535169073515
2628,2004,1,54.9,355,15,1.01,3.989928468,0,61,18.4,22,71,5.6,71,5.1,349,8.6,8.5,0.432,10.0,4.023564380161053
2629,2003,1,54.7,355,15,1.02,2.995959823,0,295,17.9,22,72,5.0,72,5.2,31,8.8,8.7,0.428,9.9,4.019980146933238
2630,2002,1,54.7,351,15,1.0,1.995182912,0,363,17.5,22,58,4.7,59,5.3,28,9.0,8.9,0.428,9.7,4.019980146933238
2631,2001,1,54.6,345,14,0.95,2.048574874,0,1833,17.1,22,51,4.29,5,5.3,26,9.2,9.1,0.426,9.4,4.018183201256536
2632,2000,1,54.6,339,14,1.1,2.02964427,0,3578,16.6,22,63,4.35,64,5.1,26,9.4,9.3,0.425,9.3,4.018183201256536
2633,2015,1,73.5,133,0,0.0,0.0,78,0,75.2,0,8,0.0,78,0.1,493,0.1,0.1,0.718,14.3,4.310799125385514
2634,2014,1,73.3,135,0,0.01,565.9672173,8,0,74.8,0,82,5.18,8,0.1,4192,0.1,0.1,0.716,14.3,4.308110951723713
